fixed acidity,volatile acidity,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates
7.9,0.21000000000000002,21,138,0.99176,3.05,0.52
7,0.3,21,177,0.99166,3.2,0.5700000000000001
8.1,0.2,7,49,0.99242,2.9899999999999998,0.73
8.3,0.18,20,57,0.99109,3.02,0.51
7.9,0.21000000000000002,21,138,0.99176,3.05,0.52
7.2,0.17,16,111,0.99278,2.9899999999999998,0.4
8.1,0.2,7,49,0.99242,2.9899999999999998,0.73
8.3,0.18,20,57,0.99109,3.02,0.51
7,0.39,13,91,0.99657,3.03,0.47000000000000003
6.8,0.21000000000000002,7,113,0.9935799999999999,2.96,0.59
6.9,0.21000000000000002,7,109,0.9935799999999999,2.96,0.59
7.2,0.17,16,111,0.99278,2.9899999999999998,0.4
6.8,0.26,42,162,0.99705,3.24,0.52
7.2,0.28,23,156,0.9912,3.13,0.52
7.9,0.21000000000000002,21,138,0.99176,3.05,0.52
7,0.3,21,177,0.99166,3.2,0.5700000000000001
7.4,0.33999999999999997,31,149,0.99677,3.22,0.49
6.3,0.43000000000000005,18,106,0.99172,3.2800000000000002,0.32999999999999996
6.8,0.41000000000000003,28,131,0.9953,3.12,0.59
6.3,0.4,43,131,0.99186,3.24,0.44
5.1,0.35,36,120,0.99188,3.38,0.4
5.1,0.35,36,120,0.99188,3.38,0.4
6.3,0.3,34,132,0.9915799999999999,3,0.38
6.9,0.28,52,139,0.99522,3.03,0.56
7,0.32999999999999996,39,204,0.99176,3.17,0.64
6.7,0.26,48,197,0.9955799999999999,3.19,0.48000000000000004
7.3,0.24000000000000002,31,104,0.9911,3.05,0.56
6.7,0.46,12,88,0.9901599999999999,3.2600000000000002,0.54
5.1,0.35,36,120,0.99188,3.38,0.4
5.1,0.23,13,99,0.9895599999999999,3.22,0.39
6.3,0.4,43,131,0.99186,3.24,0.44
7.1,0.44,24,100,0.9906200000000001,3.15,0.5700000000000001
4.8,0.26,23,111,0.9927400000000001,3.46,0.28
6.8,0.31,30,130,0.993,2.8299999999999996,0.44
6.8,0.31,30,130,0.993,2.8299999999999996,0.44
7,0.15000000000000002,45,110,0.9978,3.15,0.37
6.5,0.41000000000000003,49,142,0.9946,3.14,0.62
6.2,0.31,34,113,0.99429,3.16,0.48000000000000004
8,0.27,41,103,0.99002,3,0.45
8,0.27,41,103,0.99002,3,0.45
6.5,0.41000000000000003,49,142,0.9946,3.14,0.62
6.2,0.31,34,113,0.99429,3.16,0.48000000000000004
6.7,0.37,24,84,0.9909,3.14,0.36
6.6,0.21000000000000002,41,191,0.99294,2.96,0.56
7.5,0.26,36,109,0.99044,2.9699999999999998,0.43000000000000005
7.5,0.33999999999999997,46,100,0.9895799999999999,3.2,0.5
6.7,0.37,24,84,0.9909,3.14,0.36
6.4,0.32,36,176,0.9986,3.2600000000000002,0.54
6.7,0.24000000000000002,20,109,0.9926200000000001,3.34,0.35
6.4,0.32,36,176,0.9986,3.2600000000000002,0.54
7.1,0.39,23,90,0.99212,3.17,0.46
8.2,0.31,18,87,0.9962799999999999,3.23,0.64
6.7,0.24000000000000002,20,109,0.9926200000000001,3.34,0.35
5.9,0.17,32,123,0.98913,3.4099999999999997,0.32999999999999996
5.9,0.2,38,93,0.9902099999999999,3.36,0.49
6.6,0.32,26,120,0.99198,3.4,0.73
5.9,0.12000000000000001,40,110,0.9922599999999999,3.55,0.6799999999999999
5.9,0.18,68,137,0.99159,3.21,0.38
5.9,0.2,38,93,0.9902099999999999,3.36,0.49
5.4,0.17,28,104,0.99224,3.46,0.55
6.1,0.21000000000000002,47,136,0.99068,3.27,0.31
7.3,0.25,52,207,0.99587,3.12,0.37
7.3,0.25,52,207,0.99587,3.12,0.37
6.5,0.27,98,175,0.9936400000000001,3.16,0.33999999999999997
6.5,0.27,98,175,0.9936400000000001,3.16,0.33999999999999997
6.6,0.39,17,98,0.99018,3.25,0.53
6,0.31,41,101,0.98968,3.24,0.56
8.4,0.23,59,113,0.99178,3.1,0.55
7.3,0.25,52,207,0.99587,3.12,0.37
6.1,0.23,74,134,0.99534,3.16,0.4
6.5,0.27,98,175,0.9936400000000001,3.16,0.33999999999999997
7.3,0.36,63,193,0.9986400000000001,3.06,0.49
7.6,0.37,58,181,0.99776,2.9099999999999997,0.51
6.7,0.26,50,194,0.99545,3.13,0.5
7.4,0.22,45,98,0.99299,3.29,0.44
6.1,0.22,54,135,0.99665,3.2,0.38
7.1,0.28,20,98,0.9906900000000001,3.15,0.5
6.5,0.35,58,170,0.99692,3.18,0.49
6.8,0.73,25,65,0.99324,3.12,0.28
6,0.28,42,111,0.99896,3.1,0.45
6,0.28,42,111,0.99896,3.1,0.45
7.1,0.2,28,129,0.9922599999999999,3.15,0.52
6.8,0.32999999999999996,34,143,0.9922599999999999,3.06,0.55
6,0.28,42,111,0.99896,3.1,0.45
7.2,0.24000000000000002,21,63,0.99076,3.13,0.63
6.8,0.32999999999999996,34,143,0.9922599999999999,3.06,0.55
7.2,0.24000000000000002,21,63,0.99076,3.13,0.63
6,0.28,42,111,0.99896,3.1,0.45
6.2,0.27,43,127,0.9951,3.16,0.37
6.4,0.38,28,98,0.99234,2.9899999999999998,0.31
7.1,0.2,28,129,0.9922599999999999,3.15,0.52
6,0.21000000000000002,47,127,0.99368,3.18,0.39
7,0.33999999999999997,17,63,0.9937,3.01,0.39
5.9,0.43500000000000005,21,134,0.9915099999999999,3.24,0.46
7,0.25,17,76,0.9902099999999999,3.2600000000000002,0.45
6.7,0.26,40,179,0.9947900000000001,3.23,0.56
7,0.24000000000000002,72,172,0.9954,2.9899999999999998,0.5700000000000001
8.5,0.23,54,110,0.99176,3.07,0.55
6,0.21000000000000002,47,127,0.99368,3.18,0.39
7,0.33999999999999997,17,63,0.9937,3.01,0.39
4.8,0.65,4,10,0.9924599999999999,3.32,0.36
6.1,0.22,12,65,0.9908,2.9499999999999997,0.64
5.8,0.27,26,69,0.98994,3.1,0.38
5,0.455,33,106,0.9874599999999999,3.21,0.8300000000000001
6.5,0.32999999999999996,34,88,0.9902799999999999,3.25,0.63
6.5,0.32999999999999996,34,88,0.9902799999999999,3.25,0.63
6.7,0.31,30,83,0.98867,3.09,0.36
6.2,0.39,45,138,0.9917400000000001,3.23,0.43000000000000005
6.2,0.39,45,138,0.9917400000000001,3.23,0.43000000000000005
7.1,0.37,49,139,0.9902099999999999,3.17,0.27
7.2,0.23,70,109,0.99304,2.9299999999999997,0.42000000000000004
6.5,0.32999999999999996,34,88,0.9902799999999999,3.25,0.63
7.2,0.25,24,105,0.99154,3.17,0.48000000000000004
6.2,0.39,45,138,0.9917400000000001,3.23,0.43000000000000005
4.7,0.455,33,106,0.9874599999999999,3.21,0.8300000000000001
7.1,0.37,49,139,0.9902099999999999,3.17,0.27
6.2,0.28,49,206,0.9956,3.18,0.52
6.4,0.35,31,113,0.9877900000000001,3.12,0.4
6.6,0.31,28,107,0.9883599999999999,3,0.4
7.4,0.25,24,132,0.9913799999999999,3.04,0.53
7.3,0.36,46,173,0.9975099999999999,3.14,0.5700000000000001
6.7,0.31,30,83,0.98867,3.09,0.36
8.6,0.31,16,109,0.99249,2.9499999999999997,0.39
8.6,0.31,16,109,0.99249,2.9499999999999997,0.39
8.6,0.22,38,95,0.99239,2.8299999999999996,0.31
6.9,0.14,30,91,0.99512,3.19,0.32999999999999996
6.5,0.22,17,106,0.99098,3.15,0.31
6.6,0.32,27,173,0.99872,3.18,0.56
6.6,0.32,27,173,0.99872,3.18,0.56
6.1,0.28,25,101,0.98894,3.03,0.41000000000000003
6.2,0.3,28,106,0.988245,3.14,0.41000000000000003
6.9,0.22,43,116,0.9932599999999999,3.22,0.6
8.7,0.31,28,67,0.9932799999999999,2.96,0.52
7.3,0.27,26,84,0.99222,3.2800000000000002,0.53
7,0.46,50,184,0.99898,3.08,0.56
5.7,0.23,16,108,0.99486,3.44,0.61
6.5,0.36,51.5,151,0.9952799999999999,3.17,0.42000000000000004
8.2,0.18,41,92,0.9906200000000001,2.88,0.6
6.2,0.27,47,159,0.99282,3.21,0.6
6.9,0.4,36,148,0.996,3.16,0.5
4.9,0.345,32,143,0.9913799999999999,3.24,0.4
7.2,0.23,26,106,0.99166,3.18,0.47000000000000003
6.4,0.2,26,113,0.99408,2.9899999999999998,0.58
6.1,0.27,47,161,0.99281,3.22,0.6
6.2,0.27,47,159,0.99282,3.21,0.6
6,0.3,31,127,0.9896400000000001,3.32,0.42000000000000004
6.1,0.3,41,142,0.98952,3.3099999999999996,0.44
5.7,0.14,26,105,0.9946900000000001,3.32,0.45
6.9,0.4,36,148,0.996,3.16,0.5
4.9,0.345,32,143,0.9913799999999999,3.24,0.4
6.3,0.32999999999999996,36,161,0.9991,3.14,0.51
7,0.16,34,90,0.99047,2.88,0.47000000000000003
8.4,0.22,45,122,0.99178,3.13,0.54
6.3,0.32999999999999996,36,161,0.9991,3.14,0.51
7,0.16,34,90,0.99047,2.88,0.47000000000000003
5.4,0.24000000000000002,22,145,0.99207,3.24,0.46
7.7,0.31,15,87,0.99152,3.11,0.48000000000000004
5.6,0.185,36,110,0.9943799999999999,3.2600000000000002,0.41000000000000003
5.6,0.185,36,110,0.9943799999999999,3.2600000000000002,0.41000000000000003
6.6,0.43000000000000005,54,159,0.99622,3.14,0.54
7.6,0.39,55,170,0.99773,2.9099999999999997,0.51
7.2,0.58,40,118,0.99088,3.17,0.53
6,0.33999999999999997,13,116,0.99108,3.3899999999999997,0.44
7.5,0.35,61,176.5,0.99803,2.9699999999999998,0.52
7.3,0.38,18,102,0.99304,3.1,0.55
5.4,0.185,36,110,0.9943799999999999,3.2600000000000002,0.41000000000000003
6.3,0.27,35,200,0.9954799999999999,3.16,0.54
6.5,0.29000000000000004,35,192,0.9955099999999999,3.16,0.51
6.4,0.17,33,125,0.99152,3.03,0.49
6.7,0.18,42,143,0.99572,3.08,0.49
6.4,0.17,33,125,0.99152,3.03,0.49
6.8,0.37,16,98,0.99244,3.06,0.56
6.3,0.27,35,200,0.9954799999999999,3.16,0.54
6.5,0.29000000000000004,35,192,0.9955099999999999,3.16,0.51
6.1,0.24000000000000002,61,134,0.9903,3.19,0.81
7,0.32,35,124,0.9916200000000001,3.15,0.65
6.9,0.27,18,117,0.9911599999999999,3.09,0.38
6.5,0.29000000000000004,41,192,0.9922,3.2600000000000002,0.59
6.5,0.29000000000000004,41,193,0.99223,3.25,0.59
6.1,0.22,54,135,0.99481,3.21,0.4
6.3,0.22,81,157,0.9928,3.05,0.76
6.1,0.24000000000000002,61,134,0.9903,3.19,0.81
5.6,0.23,31,101,0.99429,3.19,0.42000000000000004
7,0.32,35,124,0.9916200000000001,3.15,0.65
6.8,0.11,45,104,0.99454,3.2,0.37
6.8,0.11,45,104,0.99454,3.2,0.37
7.3,0.23,73,223,0.99863,3.16,0.71
6.1,0.2,46,129,0.991,3.3,0.43000000000000005
6.8,0.11,45,104,0.99454,3.2,0.37
7.3,0.23,73,223,0.99863,3.16,0.71
6.9,0.2,36,104,0.99317,2.9899999999999998,0.39
6.7,0.19,26,76,0.99173,2.9,0.5700000000000001
6.7,0.28,32,111,0.9945499999999999,3.25,0.54
6.7,0.28,32,111,0.9945499999999999,3.25,0.54
8,0.37,3,127,0.99186,2.9,0.72
6.7,0.28,32,111,0.9945499999999999,3.25,0.54
6,0.26,37,144,0.98944,3.22,0.39
6.4,0.24000000000000002,25,120,0.9942,3.01,0.98
6.4,0.24000000000000002,25,120,0.9942,3.01,0.98
6.4,0.24000000000000002,25,120,0.9942,3.01,0.98
6.4,0.25,21,122,0.9923799999999999,3,0.4
6.1,0.25,25,94,0.99782,3.07,0.45
6.8,0.14,40,117,0.9911099999999999,3.07,0.72
6.5,0.38,33,112,0.99067,3.06,0.5
6.8,0.14,40,117,0.9911099999999999,3.07,0.72
5.4,0.15000000000000002,10,51,0.98878,3.04,0.58
6.4,0.25,21,122,0.9923799999999999,3,0.4
6.1,0.25,25,94,0.99782,3.07,0.45
6.8,0.22,40,152,0.9938,3.2,0.5700000000000001
7.2,0.21000000000000002,39,122,0.9914299999999999,3,0.6
6,0.26,37,144,0.98944,3.22,0.39
6.4,0.24000000000000002,25,120,0.9942,3.01,0.98
6.5,0.46,56,171,0.99588,3.08,0.56
6.5,0.18,56,183,1.00038,2.98,0.61
6.2,0.32,6,97,0.99424,3.16,0.5
7.2,0.4,45,151,0.9962599999999999,3.2,0.52
5.9,0.23,32,115,0.99076,3.21,0.51
6.4,0.18,56,183,1.00038,2.98,0.61
6.2,0.32,6,97,0.99424,3.16,0.5
6.4,0.37,6,91,0.9953599999999999,3.06,0.46
7,0.23,35,100,0.99318,3.04,0.4
7.2,0.4,45,151,0.9962599999999999,3.2,0.52
7.6,0.19,52,151,0.9972599999999999,3.18,0.7899999999999999
6,0.28,50,147,0.9912599999999999,3.27,0.56
6.2,0.32,37,94,0.98998,3.25,0.6
7.6,0.19,52,151,0.9972599999999999,3.18,0.7899999999999999
6.4,0.26,22,176,0.99304,3.09,0.54
5.9,0.25,37,81,0.9892,3.2,0.46
6.1,0.28,33,139,0.99296,3.22,0.46
6.9,0.19,30,105,0.99047,3.11,0.38
6.4,0.29000000000000004,15,120,0.9924,3.06,0.41000000000000003
6.8,0.27,16,116,0.9989,3.07,0.53
7.5,0.26,23,125,0.9933799999999999,3.13,0.62
6.8,0.27,16,116,0.9989,3.07,0.53
6.4,0.2,53,172,0.99404,3.24,0.58
7.3,0.32999999999999996,40,177,0.99287,3.14,0.48000000000000004
7.3,0.33999999999999997,43,176,0.99286,3.14,0.46
6.4,0.29000000000000004,15,120,0.9924,3.06,0.41000000000000003
6.3,0.24000000000000002,48,185,0.9934,3.21,0.5
6.2,0.24000000000000002,45,149,0.99545,3.23,0.52
7.4,0.16,25,135,0.9984,2.9,0.43000000000000005
7.4,0.16,25,135,0.9984,2.9,0.43000000000000005
7.4,0.16,25,135,0.9984,2.9,0.43000000000000005
7.4,0.16,25,135,0.9984,2.9,0.43000000000000005
7.2,0.17,33,154,0.99971,2.94,0.43000000000000005
6.9,0.19,49,118,0.9954599999999999,3,0.63
6.9,0.19,49,118,0.9954599999999999,3,0.63
6.8,0.16,32,98,0.9905799999999999,3.02,0.58
7.4,0.16,25,135,0.9984,2.9,0.43000000000000005
6.8,0.3,22,97,0.99314,2.96,0.38
6.2,0.24000000000000002,45,149,0.99545,3.23,0.52
7.4,0.16,25,135,0.9984,2.9,0.43000000000000005
7.2,0.17,33,154,0.99971,2.94,0.43000000000000005
6.8,0.3,22,97,0.99314,2.96,0.38
6.5,0.43000000000000005,25,131,0.99565,3.23,0.51
6.6,0.17,38,110,0.9905599999999999,3.05,0.54
6.9,0.19,49,118,0.9954599999999999,3,0.63
6.8,0.16,32,98,0.9905799999999999,3.02,0.58
6.4,0.41000000000000003,20,70,0.9936200000000001,3.19,0.42000000000000004
6.4,0.41000000000000003,20,70,0.9936200000000001,3.19,0.42000000000000004
7.4,0.36,27,119,0.99196,3.15,0.49
6.1,0.17,44,130,0.9925499999999999,3.07,0.41000000000000003
5.5,0.28,23,85,0.99027,3.42,0.42000000000000004
6.6,0.5,32,110,0.99302,3.27,0.7799999999999999
7.1,0.44,60,160,0.99257,3.16,0.36
6.9,0.38,22,166,0.99505999999999994,3.16,0.72
7.1,0.44,60,160,0.99257,3.16,0.36
6.2,0.24000000000000002,54,133,0.9952,3.19,0.37
6.1,0.28,41,162,0.99498,3.21,0.51
7.6,0.26,23,76,0.9903,2.96,0.46
7.5,0.16,70.5,163,0.99706,3.15,0.8200000000000001
6.5,0.36,11,107,0.99398,3.19,0.39
6.6,0.35,15,82,0.99588,3.13,0.38
5.7,0.25,52.5,120,0.99691,3.08,0.45
7.4,0.37,33,134,0.99608,3.13,0.46
5.7,0.25,21,108,0.99142,3.3,0.59
5.8,0.23,21,110,0.9913799999999999,3.3,0.5700000000000001
5.4,0.265,27,91,0.99432,3.19,0.38
5.7,0.25,58,116,0.99592,3.1,0.5
5.7,0.25,52.5,106,0.99691,3.08,0.45
5.9,0.23,37,142,0.99432,3.23,0.53
6.2,0.3,32,185,0.99266,3.2800000000000002,0.44
6.5,0.32999999999999996,20,96,0.9945599999999999,3.06,0.3
7.4,0.26,14,73,0.9914999999999999,3.06,0.45
7,0.2,30,93,0.99322,3.03,0.38
6.5,0.21000000000000002,33,101,0.9927,3.12,0.38
7.3,0.25,16,79,0.99173,3.07,0.46
6.8,0.27,36,127,0.99412,3.15,0.49
6.7,0.24000000000000002,44,179,0.99666,2.86,0.46
6.4,0.14,21,82,0.99425,3.2600000000000002,0.36
6.4,0.5,19,112,0.99314,3.18,0.4
6.6,0.41000000000000003,20,103,0.99672,3.08,0.41000000000000003
6.4,0.25,29,98,0.99024,3.09,0.58
6.6,0.41000000000000003,20,103,0.99672,3.08,0.41000000000000003
8,0.25,13,136,0.99366,3.08,0.55
6.4,0.14,21,82,0.99425,3.2600000000000002,0.36
6.6,0.21000000000000002,30,140,0.99299,3.22,0.38
6.4,0.5,19,112,0.99314,3.18,0.4
6.3,0.29000000000000004,24,99,0.9952799999999999,3.08,0.38
6.9,0.37,54,166,0.99568,3.23,0.42000000000000004
6.9,0.37,54,166,0.99568,3.23,0.42000000000000004
5.7,0.31,22,86,0.9906200000000001,3.3099999999999996,0.38
6.9,0.45,17,80,0.9905799999999999,3.12,0.36
6.9,0.3,36,122,0.99059,3.07,0.47000000000000003
5.3,0.23,46,141,0.99119,3.16,0.62
6.8,0.3,45,150,0.99727,3.04,0.38
6.7,0.28,43,105,0.9902099999999999,3.18,0.38
5,0.255,46,153,0.9923799999999999,3.75,0.76
7.6,0.4,23,193,0.9916400000000001,3.22,0.38
5.5,0.21000000000000002,18,75,0.9900599999999999,3.3099999999999996,0.56
6,0.2,30,95,0.99078,3.27,0.56
6.1,0.17,32,92,0.9903599999999999,3.2600000000000002,0.5700000000000001
7.5,0.21000000000000002,35,107,0.99122999999999994,3.15,0.45
7.3,0.26,29,94,0.98978,3.07,0.45
6.2,0.35,33,158,0.99908,3.15,0.5
6.2,0.35,33,158,0.99908,3.15,0.5
6.5,0.43000000000000005,19,143,0.99022,3.15,0.33999999999999997
6.5,0.4,22,147,0.99024,3.15,0.31
7.4,0.28,48,122,0.9973,3.01,0.44
6.3,0.23,42,151,0.9985299999999999,3.12,0.6
6.2,0.33999999999999997,33,171,0.9976900000000001,3.14,0.56
6.6,0.44,13,75,0.98954,3.1,0.63
6,0.13,23,72,0.9897400000000001,3.1,0.5
6.3,0.17,44,147,0.99382,3.08,0.54
6.3,0.18,45,147,0.99383,3.09,0.54
6.7,0.31,51,215,0.9953799999999999,3.3299999999999996,0.56
6.6,0.32999999999999996,62,227,0.99734,3.25,0.56
6.3,0.33999999999999997,18,68,0.98981,3.22,0.29000000000000004
6.8,0.29000000000000004,18,130,0.99095,3.05,0.62
7.4,0.31,47,206,0.9964,3.2600000000000002,0.36
7.4,0.31,47,206,0.9964,3.2600000000000002,0.36
5.7,0.25,24,120,0.9941099999999999,3.3299999999999996,0.31
6.8,0.27,26,89,0.9914999999999999,3.24,0.33999999999999997
5.9,0.26,27,132,0.99234,3.63,0.73
5.9,0.65,20,128,0.9901599999999999,3.46,0.48000000000000004
7.4,0.31,47,206,0.9964,3.2600000000000002,0.36
6.6,0.23,8,72,0.98949,3.22,0.39
6.8,0.18,53,143,0.99287,3.1,0.54
6.8,0.28,51,149,0.99544,3.02,0.58
6.8,0.28,51,149,0.99544,3.02,0.58
5.9,0.27,43,136,0.9941,3.25,0.53
6.1,0.25,56,131,0.994,3.22,0.35
6.8,0.28,51,149,0.99544,3.02,0.58
6.8,0.26,54,160,0.9954599999999999,3.03,0.58
7.1,0.13,56,115.5,0.99737,3.16,0.41000000000000003
6.8,0.18,53,143,0.99287,3.1,0.54
6.2,0.2,8,120,0.9976700000000001,3.19,0.53
5.8,0.24000000000000002,40,76,0.9871099999999999,3.1,0.29000000000000004
7.6,0.48000000000000004,6,194,0.99714,3.07,0.61
7.4,0.26,29,193,0.99134,3.1,0.6699999999999999
6.2,0.2,8,120,0.9976700000000001,3.19,0.53
6.1,0.3,50,187,0.9927,3.19,0.45
6.2,0.32,61,186,0.9948,3.19,0.45
6.1,0.3,50,187,0.9927,3.19,0.45
6.3,0.33999999999999997,63,186,0.99481,3.18,0.44
7.4,0.16,33,168,0.99825,2.9,0.44
7.4,0.16,33,168,0.99825,2.9,0.44
7.4,0.16,33,168,0.99825,2.9,0.44
7.4,0.16,33,168,0.99825,2.9,0.44
7.4,0.16,33,168,0.99825,2.9,0.44
7.4,0.16,33,168,0.99825,2.9,0.44
7.2,0.26,12,120,0.99192,3.18,0.46
7,0.31,13,119,0.99184,3.22,0.5
6.6,0.22,23,83,0.99019,3.17,0.48000000000000004
5.8,0.23,35,158,0.98998,3.19,0.37
6.3,0.17,39,118,0.98886,3.3099999999999996,0.4
6,0.19,30,104,0.98998,3.32,0.41000000000000003
6.7,0.21000000000000002,45,123,0.98949,3.24,0.36
7.4,0.16,33,168,0.99825,2.9,0.44
6.6,0.22,31,101,0.99009,3.15,0.6599999999999999
6.8,0.33999999999999997,14,169,0.99252,3.27,0.5700000000000001
7.1,0.33999999999999997,36,99,0.99288,2.92,0.5
6.3,0.24000000000000002,65,179,0.99659,3.06,0.58
6.9,0.35,25,157,0.9913299999999999,3.2,0.54
6.8,0.24000000000000002,68,161,0.99324,3.1,0.69
6.4,0.25,35,113,0.9916400000000001,3.23,0.6599999999999999
5.8,0.19,49,133,0.99107,3.16,0.42000000000000004
6.9,0.24000000000000002,81,198,0.9986,3.2,0.69
6.5,0.31,31,123,0.99708,3.09,0.5
6.6,0.25,15,68,0.99163,2.96,0.52
7.5,0.38,15,170,0.99605,3.13,0.65
6.2,0.3,29,82,0.99065,3.3099999999999996,0.61
6.4,0.32999999999999996,24,81,0.9903,3.2600000000000002,0.64
6.9,0.24000000000000002,81,198,0.9986,3.2,0.69
7.6,0.27,23,72,0.9923599999999999,3.06,0.6799999999999999
5.9,0.24000000000000002,40,108,0.9894799999999999,3.19,0.5
5.3,0.32999999999999996,25,119,0.9904499999999999,3.32,0.62
6.4,0.21000000000000002,21,105,0.9939,3.07,0.46
7,0.22,14,63,0.98985,3.2,0.32999999999999996
7.8,0.27,36,140,0.9913799999999999,3.09,0.45
6.7,0.2,28,100,0.9934799999999999,3.12,0.32999999999999996
8.1,0.27,26,100,0.99066,2.98,0.44
6.7,0.2,28,100,0.9934799999999999,3.12,0.32999999999999996
7.1,0.45,24,87,0.98862,2.94,0.38
5.8,0.22,25,68,0.98865,3.24,0.35
6.3,0.3,34,149,0.99472,3.18,0.53
7.9,0.36,63,139,0.99792,2.94,0.45
8.1,0.27,26,100,0.99066,2.98,0.44
8,0.24000000000000002,28,101,0.99035,3.03,0.43000000000000005
6.7,0.41000000000000003,25,85,0.99086,3.05,0.33999999999999997
6.7,0.24000000000000002,37,113,0.99013,3.29,0.46
6.2,0.3,27,183,0.99266,3.3,0.43000000000000005
6.9,0.26,33,139,0.99517,3.06,0.5
6.7,0.41000000000000003,25,85,0.99086,3.05,0.33999999999999997
5.9,0.32,29,144,0.99666,3.24,0.41000000000000003
6.1,0.25,42,107,0.991,3.34,0.56
5.6,0.23,19,89,0.99068,3.25,0.51
6.6,0.23,26,102,0.99084,3.29,0.6
6,0.17,26,134,0.9939,3.08,0.54
7.1,0.38,32,193,0.99624,3.04,0.49
6.6,0.31,13,164,0.99602,3.24,0.39
6.5,0.38,5,69,0.9926,3.14,0.52
7,0.44,68,210,0.99718,3.05,0.5
7,0.44,68,210,0.99718,3.05,0.5
7,0.44,68,210,0.99718,3.05,0.5
6.1,0.38,27,113,0.99344,3.07,0.33999999999999997
8,0.32999999999999996,31,180,0.99184,2.92,0.74
7,0.44,68,210,0.99718,3.05,0.5
6,0.19,29,92,0.9903299999999999,3.22,0.53
6.3,0.28,44,129,0.9924799999999999,3.2600000000000002,0.29000000000000004
6.1,0.38,27,113,0.99344,3.07,0.33999999999999997
5.3,0.43000000000000005,6,51,0.99076,3.51,0.48000000000000004
5.4,0.22,26,87,0.99092,3.29,0.44
6.2,0.345,38,187,0.99486,3.3099999999999996,0.56
5.6,0.255,66,171,0.9946400000000001,3.25,0.61
5.2,0.2,16,93,0.99235,3.44,0.53
6.2,0.29000000000000004,33,201,0.99612,3.11,0.56
6.3,0.26,11,133,0.99202,2.9699999999999998,0.6799999999999999
6,0.22,10,122,0.99261,2.94,0.63
7.5,0.35,29,89,0.9896400000000001,3.14,0.42000000000000004
6.6,0.39,10,92,0.9920599999999999,3.07,0.35
6.3,0.23,23,118,0.9938,3.23,0.46
6.3,0.22,23,120,0.99204,3.24,0.47000000000000003
6.4,0.29000000000000004,21,116,0.9973599999999999,3.14,0.5
6.4,0.29000000000000004,21,116,0.9973599999999999,3.14,0.5
7.5,0.23,27,80,0.99192,3.05,0.6799999999999999
6.4,0.29000000000000004,21,116,0.9973599999999999,3.14,0.5
5.7,0.28,38,90,0.99002,3.27,0.98
6.5,0.26,47,130,0.996,3.08,0.4
6.4,0.27,62,140,0.99237,3.1,0.59
5.9,0.22,69,144,0.99214,3.13,0.74
6.8,0.26,23.5,72,0.9904099999999999,3.16,0.47000000000000003
7.6,0.36,44,116,0.9982,3.04,0.48000000000000004
7.6,0.35,42,116,0.99822,3.04,0.5
5.7,0.18,21,95,0.9893,3.07,0.54
6.6,0.36,26,124,0.9927400000000001,3.09,0.56
5.9,0.14,26,114,0.99105,3.25,0.45
5.5,0.23,39,161,0.99209,3.19,0.43000000000000005
6.7,0.11,44,95,0.99676,3.2,0.35
7,0.24000000000000002,29,91,0.9925099999999999,3.3,0.43000000000000005
6.7,0.11,44,95,0.99676,3.2,0.35
5.3,0.47000000000000003,11,74,0.99082,3.48,0.54
7.5,0.29000000000000004,25,115,0.99567,3.15,0.46
6,0.32999999999999996,16,119,0.9941599999999999,3.15,0.41000000000000003
6,0.32999999999999996,16,119,0.9941599999999999,3.15,0.41000000000000003
5.8,0.32,39,121,0.9887,2.96,0.35
5.8,0.3,37,121,0.98871,2.96,0.33999999999999997
3.8,0.31,20,114,0.9924799999999999,3.75,0.44
6.2,0.36,44,145,0.99184,3.22,0.4
6,0.31,19,120,0.98952,3.32,0.41000000000000003
6.9,0.52,23,169,0.99267,3.2600000000000002,0.47000000000000003
7,0.55,19,164,0.9926900000000001,3.2600000000000002,0.46
5.8,0.2,44,99,0.98912,3.23,0.37
6.2,0.36,44,145,0.99184,3.22,0.4
6,0.31,19,120,0.98952,3.32,0.41000000000000003
6,0.29000000000000004,20,117,0.9894999999999999,3.3099999999999996,0.41000000000000003
5.7,0.22,27,146,0.98999,3.17,0.36
7.1,0.46,44,192,0.9981,3.11,0.53
6.6,0.21000000000000002,64,174,0.995,3.07,0.5
6.9,0.42000000000000004,57,201,0.9984799999999999,3.08,0.54
5.7,0.22,41,113,0.9986200000000001,3.22,0.46
5.7,0.22,41,113,0.9986200000000001,3.22,0.46
5.7,0.22,41,113,0.9986200000000001,3.22,0.46
5.7,0.22,41,113,0.9986200000000001,3.22,0.46
5.2,0.31,27,117,0.98886,3.56,0.45
7.2,0.22,37,183,0.9947400000000001,3.08,0.5
5.6,0.18,5,47,0.9912599999999999,3.07,0.45
6.2,0.24000000000000002,48,129,0.99691,3.23,0.38
5.7,0.22,41,113,0.9986200000000001,3.22,0.46
5.7,0.26,23,124,0.99773,3.3,0.5
5.7,0.26,23,124,0.99773,3.3,0.5
6,0.2,22,93,0.9928,3.15,0.42000000000000004
6,0.2,22,93,0.9928,3.15,0.42000000000000004
6,0.2,22,93,0.9928,3.15,0.42000000000000004
6,0.2,22,93,0.9928,3.15,0.42000000000000004
7.6,0.28,28,117,0.99288,3.08,0.43000000000000005
7,0.2,25,76,0.99202,2.88,0.54
